id,metro_region,lat,long
AR/LLM,La Consulta,-33.733333587646484,-69.11666870117188
AR/LES,La Escondida,-27.116666793823242,-59.45000076293945
AR/LFL,La Falda,-31.08333396911621,-64.5
AR/LPA,La Paz,-30.75,-59.650001525878906
AR/LPM,La Paz,-33.46666717529297,-67.55000305175781
AR/LPG,La Plata,-34.849998474121094,-57.88333511352539
AR/LQU,La Quiaca,-22.100000381469727,-65.61666870117188
AR/LAR,La Reja,-34.63333511352539,-58.79999923706055
AR/LAT,La Tablada,-27.733333587646484,-64.19999694824219
AR/LTA,La Toma,-33.04999923706055,-65.61666870117188
AR/LFR,Laferrere,-34.75,-58.58333206176758
AR/LNS,Lanús,-34.70000076293945,-58.400001525878906
AR/VDY,Larroque,-33.03333282470703,-59.016666412353516
AR/LCS,Las Catitas,-33.29999923706055,-68.03333282470703
AR/COM,Las Compuertas,-33.03333282470703,-68.98332977294922
AR/LHE,Las Heras,-32.849998474121094,-68.81666564941406
AR/LHG,Las Higueras,-33.099998474121094,-64.28333282470703
AR/LPS,Las Palmas,-34.016666412353516,-59.11666488647461
AR/LPD,Las Paredes,-34.58333206176758,-68.44999694824219
AR/LAP,Las Parejas,-32.68333435058594,-61.53333282470703
AR/LVL,Las Varillas,-31.316667556762695,-64.28333282470703
AR/LAV,Lavalle,-28.200000762939453,-65.13333129882812
AR/LNO,Leandro N. Alem,-27.600000381469727,-55.31666564941406
AR/LRS,León Rouges,-27.21666717529297,-65.53333282470703
AR/LMC,Lezama (Manuel J. Cobo),-35.86666488647461,-57.900001525878906
AR/LIM,Lima,-34.04999923706055,-59.20000076293945
AR/LLO,Llavallol,-34.78333282470703,-58.43333435058594
AR/LBA,Loberia,-38.150001525878906,-58.78333282470703
AR/LHR,Loma Hermosa,-34.53333282470703,-58.58333206176758
AR/LMZ,Lomas de Zamora,-34.766666412353516,-58.38333511352539
AR/LDM,Lomas del Mirador,-34.650001525878906,-58.53333282470703
AR/LCP,Loncopué,-38.06666564941406,-70.61666870117188
AR/LBL,Los Boulevares,-31.316667556762695,-64.21666717529297
AR/LCH,Los Charrúas,-31.16666603088379,-58.18333435058594
AR/JLF,Los Polvorines,-34.5,-58.68333435058594
AR/LGN,Luis Guillon,-34.79999923706055,-58.45000076293945
AR/LUJ,Luján,-34.56666564941406,-59.099998474121094
AR/LCU,Lujan de Cuyo,-33.04999923706055,-68.86666870117188
AR/LUL,Lules,-26.933332443237305,-65.3499984741211
AR/VLU,Luque,-31.649999618530273,-63.36666488647461
AR/LZG,Luzuriaga,-32.95000076293945,-68.81666564941406
AR/MAC,Macachin,-37.13333511352539,-63.66666793823242
AR/MGD,Magdalena,-35.016666412353516,-57.61666488647461
AR/MAQ,Mainque,-39.06666564941406,-67.30000305175781
AR/MPU,Maipú,-32.983333587646484,-68.80000305175781
AR/LGS,Malargüe,-35.46666717529297,-69.58333587646484
AR/JMG,Manuel B. Gonnet,-34.849998474121094,-58.016666412353516
AR/MDQ,Mar del Plata,-38.04999923706055,-57.53333282470703
AR/JMJ,Marcos Juarez,-32.70000076293945,-62.099998474121094
AR/MGA,Maria Grande,-31.649999618530273,-59.900001525878906
AR/MJH,Mariano J. Haedo,-34.63333511352539,-58.599998474121094
AR/MRT,Martin Coronado,-34.56666564941406,-58.58333206176758
AR/MAR,Martínez,-34.483333587646484,-58.5
AR/MDE,Mataderos,-34.66666793823242,-58.5
AR/MTH,Matheu,-34.61666488647461,-59.38333511352539
AR/MYR,Mayor Drummond,-33.016666412353516,-68.86666870117188
AR/MED,Medanitos,-27.53333282470703,-67.5999984741211
AR/MRO,Melchor Romero,-34.93333435058594,-59.04999923706055
AR/RLO,Merlo,-32.349998474121094,-65.01667022705078
AR/MIL,Milagro,-31.016666412353516,-65.98332977294922
AR/EZE,Ministro Pistarini Apt/Buenos Aires,-34.83333206176758,-58.516666412353516
AR/MOC,Mocoretá,-30.633333206176758,-57.96666717529297
AR/NOS,Molinos,-25.41666603088379,-66.31666564941406
AR/MNT,Monte Chingolo,-34.71666717529297,-58.349998474121094
AR/MCR,Monte Cristo,-31.350000381469727,-63.95000076293945
AR/AMG,Monte Grand,-34.81666564941406,-58.46666717529297
AR/MML,Monte Maíz,-33.20000076293945,-62.599998474121094
AR/MQO,Monte Quemado,-25.799999237060547,-62.86666488647461
AR/MTC,Montecarlo,-26.549999237060547,-54.75
AR/MOQ,Moquehuá,-35.08333206176758,-59.79999923706055
AR/MOR,Moreno,-34.63333511352539,-58.78333282470703
AR/MRN,Moron,-34.63333511352539,-58.61666488647461
AR/MUN,Munro,-34.53333282470703,-58.54999923706055
AR/NCL,Naschel,-52.91666793823242,-65.38333129882812
AR/JNR,Navarro,-35.016666412353516,-59.266666412353516
AR/NQN,Neuquén,-38.95000076293945,-68.06666564941406
AR/NOG,Nogoyá,-32.38333511352539,-59.78333282470703
AR/NNA,Nonogasta,-29.299999237060547,-67.5
AR/EJO,Nueve de Julio,-35.45000076293945,-60.88333511352539
AR/OBA,Oberá,-27.46666717529297,-55.11666488647461
AR/OVI,Olavarría,-36.88333511352539,-60.33333206176758
AR/OCT,Oncativo,-31.91666603088379,-63.66666793823242
AR/ODR,Open Door,-34.5,-59.08333206176758
AR/PP9,Pablo Podestá,-34.599998474121094,-58.516666412353516
AR/PMA,Palmira,-33.04999923706055,-68.56666564941406
AR/PPL,Palpala,-24.25,-65.19999694824219
AR/PDC,Pampa del Castillo,-45.79999923706055,-68.08333587646484
AR/PRA,Paraná,-31.733333587646484,-60.53333282470703
AR/PAS,Pasco,-32.75,-63.33333206176758
AR/PLU,Pedro Luro,-39.483333587646484,-62.68333435058594
AR/PEH,Pehuajó,-35.81666564941406,-61.900001525878906
AR/PED,Perdriel,-33.08333206176758,-68.88333129882812
AR/PRZ,Perez,-32.983333587646484,-60.75
AR/PML,Pérez Millán,-33.766666412353516,-60.099998474121094
AR/PGO,Pergamino,-33.88333511352539,-60.56666564941406
AR/JPT,Pico Truncado,-46.79999923706055,-67.96666717529297
AR/PDT,Piedritas,-34.75,-62.96666717529297
AR/PGU,Pigue,-37.61666488647461,-62.41666793823242
AR/PLR,Pilar,-34.43333435058594,-58.900001525878906
AR/PTN,Platanos,-34.766666412353516,-58.150001525878906
AR/PLT,Plottier,-38.96666717529297,-68.23332977294922
AR/POM,Poman,-28.399999618530273,-66.21666717529297
AR/PDM,Pozo del Molle,-32.03333282470703,-62.91666793823242
AR/PRQ,Presidente Roque Sáenz Peña,-34.54999923706055,-58.5
AR/PAL,Puerto Alumbrera,-32.650001525878906,-60.75
AR/PUD,Puerto Deseado,-47.75,-65.9000015258789
AR/PEL,Puerto Eldorado,-26.350000381469727,-54.68333435058594
AR/ROC,Puerto Ingeniero M. Rocca,-34.849998474121094,-57.93333435058594
AR/PLA,Puerto Lavalle,-29.016666412353516,-59.18333435058594
AR/PMO,Puerto Madero,-34.599998474121094,-58.36666488647461
AR/PMY,Puerto Madryn,-42.75,-65.03333282470703
AR/PMN,Puerto Mineral,-26.950000762939453,-55.13333511352539
AR/PUR,Puerto Rico,-26.799999237060547,-55.03333282470703
AR/PRS,Puerto Rosales/Bahia Blanca,-38.93333435058594,-62.06666564941406
AR/SJL,Puerto San Julian,-49.29999923706055,-67.71666717529297
AR/PTC,Puerto Tirol,-27.383333206176758,-59.08333206176758
AR/PWA,Puerto Wanda,-25.96666717529297,-54.599998474121094
AR/PCO,Punta Colorada,-41.70000076293945,-65.0
AR/PVA,Punta de Vacas,-32.849998474121094,-69.75
AR/PME,Punta Medanos,-36.83333206176758,-56.66666793823242
AR/QBR,Quebracho/San Lorenzo,-32.650001525878906,-60.71666717529297
AR/QQN,Quequén,-38.53333282470703,-58.70000076293945
AR/QUI,Quilmes,-34.71666717529297,-58.266666412353516
AR/RAF,Rafaela,-31.266666412353516,-61.483333587646484
AR/RMJ,Ramos Mejia,-34.650001525878906,-58.54999923706055
AR/TPV,Ranelagh,-34.79999923706055,-58.20000076293945
AR/RWO,Rawson,-43.29999923706055,-65.0999984741211
AR/RLA,Recalde,-36.650001525878906,-61.08333206176758
AR/RCQ,Reconquista,-29.149999618530273,-59.650001525878906
AR/RDE,Remedios de Escalada,-34.733333587646484,-58.38333511352539
AR/RSF,Resinfor,-32.650001525878906,-60.733333587646484
AR/RNG,Ringuelet,-34.88333511352539,-57.983333587646484
AR/JRC,Rio Colorado,-39.016666412353516,-64.08333587646484
AR/RCU,Río Cuarto,-33.13333511352539,-64.3499984741211
AR/RIC,Rio Cullen,-52.79999923706055,-68.18333435058594
AR/RGL,Río Gallegos,-51.63333511352539,-69.21666717529297
AR/RGA,Río Grande,-53.78333282470703,-67.69999694824219
AR/RHD,Río Hondo,-27.566667556762695,-64.94999694824219
AR/ROY,Río Mayo,-45.68333435058594,-70.26667022705078
AR/RSG,Rio Segundo,-31.649999618530273,-63.900001525878906
AR/RTO,Río Tercero,-32.16666793823242,-64.11666870117188
AR/RYO,Río Turbio,-51.53333282470703,-72.30000305175781
AR/RIV,Rivadavia,-33.18333435058594,-68.46666717529297
AR/RDC,Rodeo de la Cruz,-32.91666793823242,-68.73332977294922
AR/RDR,Rodeo del Medio,-32.983333587646484,-68.68333435058594
AR/ROJ,Rojas,-34.18333435058594,-60.733333587646484
AR/ROL,Roldán,-32.88333511352539,-60.900001525878906
AR/ROS,Rosario,-32.95000076293945,-60.650001525878906
AR/RFO,Rosario de la Frontera,-25.799999237060547,-64.96666717529297
AR/RDL,Rosario de Lerma,-24.983333587646484,-65.58333587646484
AR/RFN,Rufino,-34.266666412353516,-62.70000076293945
AR/RDM,Ruiz de Montoya,-26.983333587646484,-55.04999923706055
AR/SZQ,Sáenz Peña,-34.599998474121094,-58.53333282470703
AR/SLL,Saladillo,-35.63333511352539,-59.766666412353516
AR/SDR,Salto de las Rosas,-34.71666717529297,-68.23332977294922
AR/SNG,San Agustin,-31.96666717529297,-64.36666870117188
AR/SNN,San Andres,-34.54999923706055,-58.516666412353516
AR/SAG,San Andrés de Giles,-34.45000076293945,-59.43333435058594
AR/SAO,San Antonio de Areco,-34.25,-59.46666717529297
AR/SAA,San Antonio de Arredondo,-31.483333587646484,-64.51667022705078
AR/SAP,San Antonio de Padua,-34.650001525878906,-58.68333435058594
AR/SAE,San Antonio Este,-40.79999923706055,-64.73332977294922
AR/SCA,San Carlos,-33.766666412353516,-69.03333282470703
AR/RXV,San Carlos Centro,-31.733333587646484,-61.099998474121094
AR/BRC,San Carlos de Bariloche,-41.150001525878906,-71.30000305175781
AR/SFV,San Fernando del Valle de Catamarca,-28.46666717529297,-65.76667022705078
AR/SFO,San Francisco,-31.41666603088379,-62.06666564941406
AR/SFS,San Francisco Solano,-34.766666412353516,-58.29999923706055
AR/SIG,San Ignacio,-27.266666412353516,-55.56666564941406
AR/SIS,San Isidro,-34.46666717529297,-58.516666412353516
AR/SJV,San Javier,-27.883333206176758,-55.13333511352539
AR/SJR,San Javier,-30.58333396911621,-59.95000076293945
AR/SJG,San Jorge,-31.899999618530273,-61.86666488647461
AR/SAJ,San Jose,-32.18333435058594,-58.20000076293945
AR/SJM,San José de Metán,-25.483333587646484,-64.94999694824219
AR/ULA,San Julian,-49.29999923706055,-67.71666717529297
AR/SJO,San Justo,-34.66666793823242,-58.54999923706055
AR/LUQ,San Luis,-33.29999923706055,-66.3499984741211
AR/SAT,San Martin,-34.56666564941406,-58.516666412353516
AR/SMR,San Martin,-33.06666564941406,-68.46666717529297
AR/SMA,San Martin,-32.71666717529297,-60.733333587646484
AR/CPC,San Martín de los Andes,-40.16666793823242,-71.3499984741211
AR/SMG,San Miguel,-34.46666717529297,-58.983333587646484
AR/SMC,San Miguel de Tucumán,-26.816667556762695,-65.19999694824219
AR/SMM,San Miguel del Monte,-35.45000076293945,-58.79999923706055
AR/SNS,San Nicolás de los Arroyos,-33.33333206176758,-60.233333587646484
AR/SNP,San Pedro,-33.66666793823242,-59.650001525878906
AR/SPD,San Pedro,-33.68333435058594,-59.16666793823242
AR/SSA,San Salvador,-31.616666793823242,-58.5
AR/SSJ,San Salvador de Jujuy,-24.183332443237305,-65.30000305175781
AR/SSN,San Sebastián,-53.29999923706055,-68.46666717529297
AR/SVE,San Vicente,-26.616666793823242,-54.13333511352539
AR/SAN,Santa Ana,-27.33333396911621,-55.58333206176758
AR/RZA,Santa Cruz,-50.016666412353516,-68.41666412353516
AR/SFN,Santa Fe,-31.600000381469727,-60.68333435058594
AR/SIA,Santa Isabel,-33.900001525878906,-61.70000076293945
AR/STL,Santa Lucia,-31.53333282470703,-68.48332977294922
AR/STA,Santa Rosa,-33.25,-68.1500015258789
AR/SDL,Santiago De Liniers,-26.366666793823242,-54.38333511352539
AR/SA2,Santo Tome,-31.66666603088379,-60.766666412353516
AR/SAR,Sarandi,-34.66666793823242,-58.33333206176758
AR/RRS,Sauce Viejo,-31.766666412353516,-60.849998474121094
AR/ODN,Soldini,-33.03333282470703,-60.75
AR/SLU,Sta. Lucía,-31.53333282470703,-68.48332977294922
AR/SUI,Suipacha,-34.766666412353516,-59.68333435058594
AR/SUS,Sunchales,-30.933332443237305,-61.56666564941406
AR/CTA,Tabay,-28.299999237060547,-58.28333282470703
AR/TAB,Tablada,-34.70000076293945,-58.53333282470703
AR/TVJ,Tafi Viejo,-26.733333587646484,-65.26667022705078
AR/UKD,Tapalque,-36.349998474121094,-60.016666412353516
AR/TPL,Tapiales,-34.70000076293945,-58.516666412353516
AR/TEM,Temperley,-34.75,-58.36666488647461
AR/TEO,Teodelina,-34.18333435058594,-61.53333282470703
AR/TIC,Ticino,-32.70000076293945,-63.45000076293945
AR/TGR,Tigre,-34.41666793823242,-58.58333206176758
AR/TIM,Timbúes,-32.63333511352539,-60.78333282470703
AR/TOR,Tornquist,-38.099998474121094,-62.233333587646484
AR/TOT,Tortuguitas,-34.46666717529297,-58.75
AR/TTD,Tostado,-29.233333587646484,-61.766666412353516
AR/OYO,Tres Arroyos,-38.38333511352539,-60.28333282470703
AR/TRS,Tristan Suarez,-34.849998474121094,-58.56666564941406
AR/TUC,Tucumán,-26.816667556762695,-65.21666717529297
AR/TUN,Tunuyan,-33.56666564941406,-69.01667022705078
AR/URH,Ugarteche,-33.21666717529297,-68.88333129882812
AR/URA,Uranga,-33.266666412353516,-60.70000076293945
AR/URD,Urdurrain,-32.68333435058594,-58.88333511352539
AR/ULP,Uriburu,-36.5,-63.83333206176758
AR/USH,Ushuaia,-54.79999923706055,-68.30000305175781
AR/USA,Uspallata,-32.58333206176758,-69.33333587646484
AR/VAA,Valentin Alsina,-34.66666793823242,-58.400001525878906
AR/VED,Vedia,-34.483333587646484,-61.54999923706055
AR/VNT,Venado Tuerto,-33.733333587646484,-61.96666717529297
AR/VIL,Viale,-31.866666793823242,-60.0
AR/VLO,Vicente López,-34.516666412353516,-58.483333587646484
AR/VCH,Vichigasta,-29.46666717529297,-67.5
AR/VIA,Victoria,-34.45000076293945,-58.53333282470703
AR/VAD,Villa Adelina,-34.5,-58.53333282470703
AR/VLL,Villa Allende,-31.299999237060547,-64.30000305175781
AR/VBA,Villa Ballester,-34.53333282470703,-58.54999923706055
AR/VBS,Villa Bosch,-34.58333206176758,-58.56666564941406
AR/VCA,Villa Canas,-34.0,-61.599998474121094
AR/VCP,Villa Carlos Paz,-31.399999618530273,-64.51667022705078
AR/VCL,Villa Celina,-34.71666717529297,-58.483333587646484
AR/VCN,Villa Constitución,-33.233333587646484,-60.33333206176758
AR/VRS,Villa del Rosario,-31.58333396911621,-63.53333282470703
AR/VLD,Villa Dominico,-34.68333435058594,-58.31666564941406
AR/VEL,Villa Elisa,-32.16666793823242,-58.400001525878906
AR/VGB,Villa Galicia,-34.78333282470703,-58.38333511352539
AR/VGG,Villa Gobernador Galvez,-33.016666412353516,-60.61666488647461
AR/VHE,Villa Hernandarias,-31.233333587646484,-59.983333587646484
AR/VIN,Villa Insuperable,-34.66666793823242,-58.516666412353516
AR/VLI,Villa la Angostura,-40.78333282470703,-71.66666412353516
AR/VLZ,Villa Luzuriaga,-34.650001525878906,-58.58333206176758
AR/VLY,Villa Lynch,-36.599998474121094,-61.36666488647461
AR/VIM,Villa Madero,-34.68333435058594,-58.483333587646484
AR/VMP,Villa Maipu,-34.56666564941406,-58.516666412353516
AR/VMZ,Villa Manzano,-30.399999618530273,-68.11666870117188
AR/VMR,Villa María,-32.41666793823242,-63.25
AR/VME,Villa Mercedes,-33.66666793823242,-65.46666717529297
AR/VNA,Villa Nueva,-32.43333435058594,-63.25
AR/VLP,Villa Paez,-31.383333206176758,-64.19999694824219
AR/VRE,Villa Regina,-39.099998474121094,-67.08333587646484
AR/VLR,Villa Rosa,-34.41666793823242,-58.86666488647461
AR/VTS,Villa Tesei,-34.599998474121094,-58.63333511352539
AR/ZAG,Villa Zagala,-34.54999923706055,-58.53333282470703
AR/VLA,Villalonga,-39.88333511352539,-62.58333206176758
AR/VDP,Virrey del Pino,-34.83333206176758,-58.63333511352539
AR/VAL,Vista Alegre,-38.75,-68.18333435058594
AR/VFL,Vista Flores,-33.63333511352539,-69.1500015258789
AR/VST,Vistalba,-33.016666412353516,-68.88333129882812
AR/WIL,Wilde,-34.70000076293945,-58.31666564941406
AR/CYA,Yeruá,-31.46666717529297,-58.266666412353516
AR/ZAE,Zárate,-34.099998474121094,-59.03333282470703
AR/ZON,Zonda,-31.549999237060547,-68.73332977294922
AS/API,Apia,-13.833333015441895,-171.73333740234375
AS/PPG,Pago Pago,14.266666,-170.6999969482422
AT/ABC,Abfaltersbach,46.75,12.533334
AT/ABS,Absam,47.3,11.5
AT/ABT,Abtenau,47.55,13.35
AT/AWD,Abwinden,48.266666,14.433333
AT/FG7,Achau,48.666668,-162.5
AT/ACK,Achenkirch,47.516666,11.7
AT/AND,Aderklaa,48.283333,16.533333
AT/AWG,Adlwang,47.983334,14.216666
AT/ADO,Admont,47.566666,14.45
AT/SAD,Adnet,47.683334,13.133333
AT/AFR,Afritz,46.716667,13.8
AT/AGG,Aggsbach Dorf,48.283333,15.416667
AT/AGM,Aggsbach Markt,48.3,15.4
AT/ACH,Aich,46.583332,14.033334
AT/AIN,Aigen,48.5,13.9
AT/AIG,Aigen im Mühlkreis,48.633335,13.95
AT/ARO,Albersdorf,47.116665,15.683333
AT/AKV,Alkoven,48.283333,14.1
AT/ALE,Allentsteig,48.683334,15.316667
AT/ALH,Allerheiligen,46.9,15.55
AT/ALL,Allhaming,48.15,14.166667
AT/NAL,Allhartsberg,48.016666,14.783334
AT/AL9,Alpbach,47.4,11.95
AT/ATH,Altach,47.35,9.65
AT/ATS,Altaussee,47.633335,13.766666
AT/AL4,Altenberg,48.333332,16.233334
AT/AGZ,Altenberg bei Linz,48.366665,14.333333
AT/RUG,Altenburg,48.633335,15.583333
AT/ALK,Altenmarkt im Pongau,47.366665,13.416667
AT/AWH,Altenwörth,48.383335,15.85
AT/AHI,Altheim,48.25,13.233334
AT/ALT,Althofen,47.15,14.233334
AT/AHO,Althofen,46.866665,14.483334
AT/ATG,Altlengbach,48.15,15.916667
AT/AMU,Altmuenster,47.9,13.75
AT/AMS,Ameis,48.666668,16.533333
AT/ZAD,Ampflwang im Hausruckwald,48.1,13.566667
AT/ATT,Amstetten,48.116665,14.866667
AT/ADU,Andau,47.766666,17.033333
AT/ABU,Andelsbuch,47.4,9.883333
AT/RCH,Andrichsfurt,48.25,13.516666
AT/ANR,Anger,47.266666,15.683333
AT/ERG,Angerberg,47.5,12.033334
AT/ANS,Ansfelden,48.2,14.283334
AT/TNU,Antau,47.766666,16.483334
AT/ARG,Anthering,47.866665,13.016666
AT/APT,Apetlon,47.75,16.833334
AT/ARB,Arbesthal,48.066666,16.7
AT/ARI,Arbing,48.216667,14.7
AT/ADG,Ardagger,48.166668,14.816667
AT/AOT,Arnoldstein,46.55,13.7
AT/ASC,Aschach an der Donau,48.366665,14.033334
AT/ADS,Aschach an der Steyr,48.0,14.333333
AT/ABM,Aschbach Markt,48.066666,14.75
AT/APG,Aspang,47.55,16.083334
AT/ATN,Asten,48.216667,14.4
AT/ATP,Attnang-Puchheim,48.0,13.716666
AT/ATB,Atzbach,48.083332,13.7
AT/ATZ,Atzenbrugg,48.283333,15.9
AT/ADD,Au an der Donau,48.216667,14.566667
AT/ARN,Auern,47.983334,14.116667
AT/UER,Auersthal,48.366665,16.633333
AT/ABK,Aurach Bei Kitzbuhel,47.733334,-12.5
AT/ALZ,Aurolzmünster,48.25,13.45
AT/AUE,Bad Aussee,47.583332,13.766666
AT/BDG,Bad Deutsch-Altenburg,48.133335,16.9
AT/BRH,Bad Erlach,47.733334,16.2
AT/BFI,Bad Fischau,47.833332,16.166666
AT/BGM,Bad Goisern,47.633335,13.616667
AT/BHL,Bad Hall,48.033333,14.2
AT/ICH,Bad Ischl,47.7,13.6
AT/BFL,Bad Leonfelden,48.516666,14.283334
AT/BMF,Bad Mitterndorf,47.55,13.916667
AT/BKB,Bad Radkersburg,46.683334,15.983334
AT/BSL,Bad Sankt Leonhard im Lavanttal,46.95,14.783334
AT/BSB,Bad Sauerbrunn,47.766666,16.333334
AT/BSH,Bad Schallerbach,48.233334,13.916667
AT/BVU,Bad Vigaun,47.666668,13.133333
AT/BVL,Bad Vöslau,47.95,16.216667
AT/BWN,Bad Wimsbach-Neydharting,48.066666,13.9
AT/BDN,Baden,48.0,16.233334
AT/6KS,Badendorf,46.85,15.6
AT/BDS,Badersdorf,47.2,16.366667
AT/BGA,Badgastein,47.116665,13.133333
AT/BDA,Baierdorf bei Anger,47.133335,15.333333
AT/BRB,Bärenbach,47.683334,15.116667
AT/BTE,Baumgarten am Tullnerfeld,48.283333,16.033333
AT/BIB,Baumgarten Im Burgenland,47.733334,16.5
AT/BGT,Baumgartenberg,48.216667,14.733334
AT/BMB,Behamberg,48.033333,14.5
AT/BGH,Berghausen,46.7,15.583333
AT/BES,Bergheim/Salzburg,47.833332,13.016666
AT/SXA,Bernhardsthal,48.683334,16.866667
AT/VOR,Bezau,47.383335,9.9
AT/BIE,Biedermannsdorf,48.083332,16.35
AT/BKD,Birkfeld,47.35,15.683333
AT/BIS,Bisamberg/Wien,48.333332,16.35
AT/BFS,Bischofshofen,47.416668,13.216666
AT/BKA,Bleiberg-Kreuth,46.616665,13.633333
AT/BBG,Bleiburg,46.583332,14.8
AT/BNT,Blindenmarkt,48.133335,14.983334
AT/BLU,Bludenz,47.15,9.816667
AT/ZAC,Böheimkirchen,48.2,15.766666
AT/BOE,Böhlerwenk,47.983334,14.75
AT/BRD,Brand,48.533333,15.316667
AT/BND,Brand,47.1,9.733334
AT/BRA,Braunau am Inn,48.25,13.033334
AT/BRZ,Bregenz,47.5,9.766666
AT/BTH,Breitenaich,48.25,13.966666
AT/BTU,Breitenau,47.733334,16.15
AT/ZAE,Breitenau am Hochlantsch,47.4,15.466666
AT/BBN,Breitenbrunn,47.933334,16.716667
AT/BFW,Breitenfurt bei Wien,48.133335,16.15
AT/BSZ,Breitenschützing,48.083332,13.8
AT/BWA,Breitenwaida,48.5,16.066668
AT/BXT,Brixen im Thale,47.45,12.25
AT/BXG,Brixlegg,47.416668,11.866667
AT/BRG,Bruck an der Glocknerstrasse,47.283333,12.816667
AT/BRU,Bruck an der Mur,47.416668,15.283334
AT/6TA,Bruckbach,48.0,14.733334
AT/BRN,Brunn,47.333332,14.983334
AT/BAG,Brunn am Gebirge,48.116665,16.3
AT/BWD,Brunn an der Wild,48.683334,15.516666
AT/NNE,Brunnenthal,48.466667,13.45
AT/BUC,Buch,48.116665,15.033334
AT/BHK,Buchkirchen,48.233334,14.016666
AT/BB9,Burg,47.216667,16.4
AT/BGK,Burgkirchen,48.2,13.1
AT/URS,Bürs,47.133335,9.8
AT/DAM,Damüls,47.283333,9.883333
AT/DDT,Dellach im Drautal,46.733334,13.066667
AT/DSU,Desselbrunn,48.016666,13.766666
AT/DSZ,Deutsch Schutzen,47.166668,16.45
AT/DWA,Deutsch Wagram,48.3,16.566668
AT/DKZ,Deutschkreutz,47.6,16.633333
AT/DEU,Deutschlandsberg,46.816666,15.216666
AT/DIA,Dietach,48.083332,14.416667
AT/DTD,Dietachdorf,48.083332,14.416667
AT/ERR,Dobermannsdorf,48.6,16.816668
AT/D2L,Dobl,48.266666,13.4
AT/DBL,Dobl,46.95,15.366667
AT/NNN,Donnerskirchen,47.9,16.633333
AT/DRF,Dorf,48.283333,13.616667
AT/DFF,Dorf an der Pram,48.266666,13.616667
AT/DFL,Dorfla,47.0,15.466666
AT/DOR,Dornbirn,47.416668,9.716666
AT/DRA,Drasenhofen,48.75,-16.649999618530273
AT/DRO,Dross,48.45,15.566667
AT/DUR,Dürnkrut,48.466667,16.85
AT/DUE,Dürnstein,48.383335,15.516666
AT/EBB,Ebbs,47.633335,12.216666
AT/EBN,Eben,47.633335,16.083334
AT/ESG,Ebenau,47.8,13.183333
AT/EFH,Ebenfurth,47.866665,16.366667
AT/EBS,Ebensee,47.8,13.766666
AT/ETL,Ebenthal,48.433334,16.783333
AT/EBE,Ebergassing,48.033333,16.516666
AT/ERF,Eberndorf,46.583332,14.633333
AT/NEB,Ebersbrunn,48.516666,15.866667
AT/ESW,Eberschwang,48.15,13.566667
AT/EBD,Ebersdorf,47.2,15.95
AT/EBZ,Eberstalzell,48.033333,13.966666
AT/ETN,Eberstein,46.8,14.55
AT/EBR,Ebreichsdorf,47.95,16.4
AT/ELL,Edelstal,48.1,16.983334
AT/EDZ,Edlitz,48.116665,15.5
AT/EFR,Eferding,48.316666,14.016666
AT/EGG,Egg,47.416668,9.883333
AT/EGB,Eggelsberg,48.066666,12.983334
AT/EBU,Eggenburg,46.633335,15.816667
AT/PP3,Eggendorf,48.366665,15.633333
AT/EGT,Eggendorf im Traunkreis,48.116665,14.133333
AT/GEI,Eggerding,48.133335,13.733334
AT/EHR,Ehrenhausen,46.716667,15.566667
